member_no,ffp_date,load_time,flight_count,sum_yr_1,sum_yr_2,seg_km_sum,last_to_end,avg_discount
39171,2011/7/26,2014/3/31,30,10423,11329,30150,34,0.690945937
60411,2012/7/2,2014/3/31,33,6481,13520,26407,13,0.788869618
30155,2008/4/20,2014/3/31,31,17640,2325,38526,95,0.540683175
7714,2010/6/1,2014/3/31,16,10838,7985,25633,48,0.812614988
24164,2011/11/22,2014/3/31,20,13967,26201,24875,31,0.837326633
50034,2010/12/15,2014/3/31,21,6848,7956,25941,93,0.802858409
11285,2005/8/27,2014/3/31,19,6638,8469,25530,19,0.815725421
12488,2008/8/6,2014/3/31,23,3598,16783,29921,69,0.696012834
21230,2008/8/9,2014/3/31,20,3804,11388,46251,25,0.450261832
42420,2012/5/15,2014/3/31,21,11420,7026,28742,20,0.724457936
15173,2011/11/3,2014/3/31,18,8000,10641,26013,124,0.800429016
60748,2012/9/16,2014/3/31,21,12142,6773,32128,5,0.648061815
32812,2012/3/8,2014/3/31,16,16518,3725,14531,258,1.432749295
58843,2010/12/20,2014/3/31,32,7417,13576,23016,10,0.904549444
23021,2010/8/5,2014/3/31,21,6148,12097,35335,134,0.589121834
24401,2012/3/28,2014/3/31,17,688,15312,34011,4,0.612019641
48111,2008/4/10,2014/3/31,16,960,17313,28031,71,0.742569655
45553,2011/2/14,2014/3/31,23,8344,10335,31985,11,0.65072065
29639,2007/9/9,2014/3/31,16,12094,5522,24512,7,0.848968668
28105,2007/2/9,2014/3/31,27,11270,19603,28003,73,0.742917902
44500,2011/10/19,2014/3/31,19,9056,11330,30120,204,0.690694223
49132,2009/3/26,2014/3/31,20,9102,10753,29357,36,0.708589093
10308,2009/9/1,2014/3/31,19,13825,986,27126,269,0.766821868
41938,2012/1/12,2014/3/31,33,9089,9026,31407,4,0.662236763
6682,2012/9/9,2014/3/31,32,1374,12733,43625,9,0.476695473
29332,2005/9/24,2014/3/31,2,7750,0,24464,648,0.85
40023,2012/11/11,2014/3/31,2,3520,4250,24464,233,0.85
48992,2008/12/24,2014/3/31,2,0,9800,24464,79,0.85
56906,2008/4/22,2014/3/31,2,0,9000,24464,161,0.85
3686,2008/10/27,2014/3/31,14,7913,9755,28546,70,0.728435157
1882,2012/12/21,2014/3/31,2,0,11700,20188,153,1.03
37537,2011/4/5,2014/3/31,2,5850,5850,20188,338,1.03
42059,2011/11/28,2014/3/31,2,5850,5850,20188,303,1.03
55748,2012/3/20,2014/3/31,2,11700,0,20188,520,1.03
32491,2012/2/26,2014/3/31,27,11859,8249,26004,22,0.79957968
14022,2011/6/27,2014/3/31,25,11290,8588,30099,6,0.690748862
771,2006/8/1,2014/3/31,17,6766,11981,28908,4,0.719185001
16698,2010/8/17,2014/3/31,19,9303,10050,25239,16,0.823690321
26983,2006/7/26,2014/3/31,17,9432,6809,34521,8,0.602128849
24108,2012/4/23,2014/3/31,21,11665,8483,30624,84,0.67870657
55286,2007/5/31,2014/3/31,5,3852,8963,30482,60,0.681852897
35957,2008/2/6,2014/3/31,13,5173,11322,30346,35,0.6848728
18445,2011/11/27,2014/3/31,27,3104,5474,34100,22,0.609458065
18547,2012/8/14,2014/3/31,4,0,7942,25848,23,0.803981739
34693,2010/7/29,2014/3/31,55,740,8316,21910,4,0.948454587
34666,2010/9/3,2014/3/31,34,5983,9382,27926,26,0.744130201
2298,2005/7/29,2014/3/31,30,9469,11065,24612,12,0.844272306
8670,2007/9/13,2014/3/31,20,7488,8422,21378,71,0.971906633
19467,2009/1/15,2014/3/31,16,6323,12525,25843,99,0.803965871
57273,2010/2/2,2014/3/31,11,11742,10890,27549,146,0.754166394
53554,2007/4/7,2014/3/31,21,7443,11920,24058,174,0.863510683
13997,2012/1/1,2014/3/31,24,19686,0,25691,431,0.808586665
56609,2007/9/14,2014/3/31,27,16797,2200,27524,320,0.754686819
41713,2012/2/12,2014/3/31,17,14141,5813,24817,61,0.836993593
54106,2010/4/20,2014/3/31,3,7020,0,25961,354,0.8
19159,2006/11/14,2014/3/31,15,3235,3828,24131,49,0.860542456
20517,2007/7/10,2014/3/31,18,7694,11503,30517,19,0.680386997
4744,2011/9/8,2014/3/31,21,19860,650,29400,22,0.706190476
15430,2012/3/15,2014/3/31,20,6316,5777,34356,84,0.604309291
29186,2005/5/12,2014/3/31,24,8126,8836,34239,36,0.606345396
39935,2009/7/17,2014/3/31,23,15319,1456,26515,253,0.782875731
44247,2009/7/3,2014/3/31,25,7432,12078,26932,37,0.770740383
58006,2009/4/26,2014/3/31,23,10785,7549,34794,31,0.596545956
17606,2005/9/30,2014/3/31,24,8805,7097,28910,21,0.717941197
17841,2007/9/20,2014/3/31,17,8278,9254,26437,24,0.785035367
46035,2006/12/15,2014/3/31,23,7603,12247,31293,7,0.66319752
46884,2012/9/2,2014/3/31,15,6196,6744,23240,265,0.892976764
27884,2006/9/14,2014/3/31,12,19155,1205,27438,351,0.756203076
31456,2011/3/11,2014/3/31,14,14155,810,27825,306,0.745667565
46491,2010/7/12,2014/3/31,4,5530,3000,28003,290,0.740829554
32748,2012/2/4,2014/3/31,27,5044,14995,33137,12,0.626033135
11249,2005/7/22,2014/3/31,28,8088,12553,33300,59,0.622947748
8617,2006/1/2,2014/3/31,21,11472,8429,23050,38,0.899956616
38030,2004/12/29,2014/3/31,15,5851,8430,23223,76,0.893242045
6325,2008/8/9,2014/3/31,28,7963,14060,30047,1,0.690364762
47990,2010/1/6,2014/3/31,4,5800,4650,30398,25,0.682362326
8584,2006/12/2,2014/3/31,30,0,21012,22931,1,0.904555405
16182,2012/12/3,2014/3/31,16,7103,9912,27162,2,0.763653634
33322,2012/4/29,2014/3/31,25,5012,4771,30979,6,0.669465122
1650,2012/2/22,2014/3/31,23,4030,13860,34422,21,0.602470223
39798,2009/4/13,2014/3/31,28,9793,11711,28827,51,0.719289902
15426,2012/3/10,2014/3/31,17,6440,11949,29721,152,0.697646109
53071,2012/6/6,2014/3/31,22,5250,11437,24541,8,0.844823764
27124,2009/12/1,2014/3/31,29,6260,14717,26638,39,0.77827915
32350,2012/1/5,2014/3/31,17,9759,6457,24936,68,0.831377927
49468,2010/2/10,2014/3/31,13,16592,507,37205,101,0.557205214
19543,2010/3/26,2014/3/31,24,6551,9865,24980,95,0.829885108
36970,2006/12/7,2014/3/31,14,15792,716,35954,317,0.576457418
45898,2006/9/5,2014/3/31,9,17840,0,15154,383,1.367625709
19246,2007/3/6,2014/3/31,15,15980,2017,28846,287,0.718425085
21754,2008/9/26,2014/3/31,26,9762,9965,25740,37,0.805082751
38386,2007/4/26,2014/3/31,21,4312,14217,25645,4,0.807920842
48355,2012/2/19,2014/3/31,15,3807,13691,28377,24,0.72984283
48510,2005/5/25,2014/3/31,15,7708,10445,26428,65,0.783622295
22323,2009/10/9,2014/3/31,26,10155,8669,27747,26,0.746355642
2180,2005/5/19,2014/3/31,32,690,19791,22840,9,0.906512259
28256,2007/6/17,2014/3/31,4,0,10900,30336,15,0.6825
6696,2012/7/27,2014/3/31,21,4785,6122,21912,7,0.944821559
46544,2010/12/7,2014/3/31,19,11201,6837,29039,104,0.712838941
4403,2009/12/13,2014/3/31,15,1755,15340,24749,32,0.83639743
53441,2011/12/22,2014/3/31,10,12538,4941,28325,339,0.730771403
16844,2010/8/20,2014/3/31,19,11550,6508,25512,71,0.811266855
28310,2008/1/28,2014/3/31,22,7744,11612,34544,19,0.599091304
62809,2008/11/21,2014/3/31,21,10617,8001,30039,22,0.688824528
45820,2006/7/21,2014/3/31,21,10762,9189,29969,39,0.690388068
35069,2011/9/15,2014/3/31,12,8105,10586,17552,31,1.178790451
34178,2005/11/12,2014/3/31,15,4330,14464,26877,3,0.769784202
34888,2011/7/25,2014/3/31,23,0,1732,34325,248,0.602642389
8786,2007/10/27,2014/3/31,21,7086,8331,35039,97,0.590361312
19118,2006/12/4,2014/3/31,23,12676,6033,26438,21,0.782413571
19124,2006/12/11,2014/3/31,14,3695,10348,36487,120,0.566874229
41677,2011/11/8,2014/3/31,4,4700,5150,30416,173,0.680001315
48588,2012/7/8,2014/3/31,36,9771,9498,29752,47,0.695154611
11345,2005/10/8,2014/3/31,24,7564,10544,34272,4,0.603433123
23057,2011/4/7,2014/3/31,33,3295,18141,29030,8,0.712217706
60127,2011/12/12,2014/3/31,10,3465,10181,15565,192,1.328276903
38365,2007/5/29,2014/3/31,20,13793,3322,22678,51,0.911613899
2391,2005/9/1,2014/3/31,28,12592,9399,27599,3,0.749054676
55734,2012/1/18,2014/3/31,28,0,16817,26373,12,0.783869488
14824,2011/12/7,2014/3/31,17,10927,7429,30070,120,0.687481543
39865,2009/4/17,2014/3/31,21,9728,10637,26499,9,0.78003019
59781,2011/8/9,2014/3/31,28,9319,11760,29806,14,0.6933557
769,2006/6/26,2014/3/31,12,17014,1989,23547,34,0.877640039
872,2006/10/2,2014/3/31,13,6644,7864,27181,24,0.760280343
409,2012/7/31,2014/3/31,17,5267,14513,29312,45,0.704924945
18918,2006/7/13,2014/3/31,17,7664,10310,31117,20,0.664030916
35679,2006/4/27,2014/3/31,22,9385,2234,28271,13,0.730876517
40566,2010/12/18,2014/3/31,11,3955,3948,18243,234,1.132461218
2002,2004/11/13,2014/3/31,26,10155,11381,29940,31,0.689860721
33700,2012/8/20,2014/3/31,13,2860,12097,26475,107,0.780112181
62523,2006/12/13,2014/3/31,30,4484,8069,38104,5,0.541987718
45961,2006/10/25,2014/3/31,18,9890,8753,31780,103,0.649651038
54723,2006/4/2,2014/3/31,22,7577,2936,24421,190,0.845282748
52501,2013/3/26,2014/3/31,9,1704,13958,31005,23,0.66577681
18046,2006/8/15,2014/3/31,18,6133,3078,29040,118,0.710822658
37286,2008/3/17,2014/3/31,25,9343,10316,28850,16,0.715500867
25124,2012/10/30,2014/3/31,19,7849,8842,31636,79,0.652429195
48518,2008/7/13,2014/3/31,4,7400,581,25560,206,0.807419405
28437,2010/6/7,2014/3/31,17,7750,11140,26023,5,0.792891288
8208,2010/1/10,2014/3/31,33,11697,9422,28261,12,0.730050246
37148,2007/3/8,2014/3/31,17,11595,7221,25364,26,0.813404826
3790,2010/10/6,2014/3/31,28,26828,1966,23985,290,0.860135918
60661,2012/7/23,2014/3/31,28,9355,11076,28631,81,0.720548007
8347,2011/4/11,2014/3/31,16,16964,0,28924,375,0.713191467
60282,2012/1/12,2014/3/31,20,10432,9755,26160,25,0.7885
60521,2012/5/20,2014/3/31,29,11903,7789,21827,22,0.944973656
21768,2009/9/16,2014/3/31,28,15912,5053,31004,69,0.665238679
12616,2008/11/3,2014/3/31,17,16510,4055,20061,39,1.028024525
36142,2010/12/29,2014/3/31,25,8298,10933,28098,8,0.733897786
12460,2008/8/1,2014/3/31,38,7743,12255,33498,56,0.615542122
51835,2012/8/30,2014/3/31,11,5060,9874,29096,162,0.708632458
32726,2012/3/13,2014/3/31,17,9944,7177,27186,33,0.758371588
23426,2012/7/15,2014/3/31,19,2828,14681,33190,137,0.621061464
58222,2009/7/17,2014/3/31,23,2393,17198,26955,34,0.764519013
24373,2012/2/20,2014/3/31,19,11405,2016,32944,228,0.625517241
26403,2009/11/1,2014/3/31,17,10569,6716,32465,71,0.634657631
53286,2011/4/15,2014/3/31,14,8764,8437,27408,9,0.751507589
12645,2009/2/26,2014/3/31,22,7014,8823,27520,102,0.748381904
53300,2009/11/30,2014/3/31,12,8946,5478,36489,125,0.564403793
56369,2005/8/22,2014/3/31,10,12700,9877,16277,149,1.26524421
29073,2005/1/18,2014/3/31,14,9765,9749,20292,43,1.014773802
56095,2004/11/30,2014/3/31,14,5196,12528,25862,1,0.796159616
20790,2007/9/13,2014/3/31,18,15074,3717,28342,63,0.726488251
26988,2006/6/4,2014/3/31,27,7245,8527,31487,25,0.653920983
15081,2011/8/19,2014/3/31,18,8828,6447,31199,136,0.659933652
55143,2007/2/20,2014/3/31,48,20090,9442,25052,8,0.821781095
36825,2006/9/1,2014/3/31,34,10886,10256,32307,19,0.637175844
1247,2008/2/13,2014/3/31,21,7060,9597,33909,45,0.607047981
11629,2007/7/22,2014/3/31,12,12585,9200,27078,157,0.760064259
6196,2012/8/13,2014/3/31,25,7029,12297,31717,19,0.648882618
637,2006/3/30,2014/3/31,11,396,9188,30447,107,0.675926692
51498,2012/9/21,2014/3/31,10,2032,14985,27110,46,0.75904242
4829,2011/8/2,2014/3/31,15,6064,11122,28766,100,0.715328513
29880,2008/10/5,2014/3/31,11,14150,3948,14153,148,1.453848654
3746,2008/8/30,2014/3/31,27,12526,9578,26171,77,0.786200757
9731,2006/7/11,2014/3/31,13,5739,13399,17874,33,1.151104957
46464,2010/4/13,2014/3/31,31,8141,12169,32826,4,0.626779991
26892,2008/11/2,2014/3/31,19,11592,6652,29588,11,0.695178789
35166,2011/5/9,2014/3/31,17,6563,6594,27365,115,0.751620318
40426,2010/2/15,2014/3/31,23,6992,12940,24878,24,0.826743307
6616,2012/7/22,2014/3/31,4,8027,0,27010,561,0.76144391
25821,2010/8/25,2014/3/31,19,5784,10203,29605,65,0.694691775
55004,2006/11/7,2014/3/31,22,8842,10666,28074,4,0.732513001
44904,2008/4/9,2014/3/31,16,6756,10624,38323,97,0.536572554
45613,2006/1/18,2014/3/31,8,17775,0,13708,383,1.5
11332,2005/10/25,2014/3/31,40,12990,12320,28916,12,0.711030225
34150,2012/10/20,2014/3/31,11,10920,7854,19187,29,1.071546881
43550,2009/3/1,2014/3/31,12,5291,8120,30884,253,0.665694211
8845,2006/4/4,2014/3/31,17,7305,6426,27634,26,0.743981689
24171,2011/11/24,2014/3/31,18,10607,5394,38833,2,0.529383257
30794,2005/11/19,2014/3/31,24,6968,12519,29313,18,0.701234947
276,2011/8/1,2014/3/31,34,0,21237,31783,1,0.64671082
13586,2010/9/4,2014/3/31,18,2473,14978,30932,66,0.664463339
46177,2007/3/16,2014/3/31,29,6828,12843,33656,5,0.610681008
8657,2007/11/20,2014/3/31,29,12586,9142,24849,2,0.827070707
32296,2011/12/6,2014/3/31,27,10385,9515,25014,3,0.821615096
31266,2009/11/3,2014/3/31,43,5965,15719,31680,5,0.648695707
4110,2009/1/6,2014/3/31,3,2450,4200,36696,203,0.56
18739,2006/3/8,2014/3/31,3,4950,2200,36696,118,0.56
24893,2012/8/4,2014/3/31,19,5544,13169,27108,8,0.758062565
56646,2007/9/15,2014/3/31,24,10250,8768,32146,10,0.639249984
21277,2008/4/21,2014/3/31,16,5632,6436,26677,26,0.770280391
2354,2005/10/7,2014/3/31,27,1059,18923,32279,2,0.636575792
10405,2010/9/10,2014/3/31,18,1680,3052,26612,26,0.772093417
33717,2012/11/18,2014/3/31,15,2504,15273,28135,42,0.730264439
13503,2012/8/25,2014/3/31,30,6966,13114,26877,1,0.764409718
29903,2007/12/26,2014/3/31,19,4305,14906,30478,60,0.674022246
57848,2010/11/15,2014/3/31,29,13654,5937,25507,26,0.805211511
25938,2008/10/23,2014/3/31,16,0,18074,19519,17,1.052182489
51834,2012/9/15,2014/3/31,33,4834,12353,32936,11,0.623548093
35725,2008/1/15,2014/3/31,24,7893,4684,29090,22,0.705960811
38347,2005/11/27,2014/3/31,9,18448,15254,20415,94,1.005935342
58968,2010/12/8,2014/3/31,17,13618,6696,23795,63,0.863026266
14365,2011/8/19,2014/3/31,24,12544,5158,22366,25,0.918131092
50841,2012/5/12,2014/3/31,17,7883,10844,30169,100,0.680595313
14926,2013/1/18,2014/3/31,5,3298,6598,29219,37,0.70270064
21452,2008/7/10,2014/3/31,22,13539,4926,25330,122,0.810452428
55233,2007/4/3,2014/3/31,6,6400,1391,28144,172,0.729402359
53746,2007/8/23,2014/3/31,20,12792,5146,30594,163,0.670975028
26517,2011/7/9,2014/3/31,21,2869,9923,25919,50,0.791931016
50993,2011/11/29,2014/3/31,18,10868,8124,25546,50,0.803455335
30556,2011/12/1,2014/3/31,26,9240,9136,24060,49,0.853059435
39152,2008/5/15,2014/3/31,23,12758,6928,29132,65,0.704354318
2616,2007/8/12,2014/3/31,4,0,10300,30398,316,0.675
35944,2007/8/23,2014/3/31,10,6859,7086,23840,115,0.860653523
31636,2011/4/14,2014/3/31,28,12729,7155,31359,35,0.654265761
43203,2012/11/30,2014/3/31,4,21885,0,19243,479,1.066190303
35248,2009/9/20,2014/3/31,17,1085,16400,30922,6,0.663492659
46593,2011/5/30,2014/3/31,17,10107,7830,26008,27,0.788808444
54786,2006/6/20,2014/3/31,16,10760,6925,30603,136,0.670342777
60833,2013/3/17,2014/3/31,21,4430,15122,29490,60,0.695627331
20031,2013/1/22,2014/3/31,19,2023,16389,29347,29,0.698910962
42406,2012/4/13,2014/3/31,24,11673,5514,32174,23,0.637367129
53917,2008/4/24,2014/3/31,26,12037,6190,28558,14,0.718038728
9707,2006/6/14,2014/3/31,14,12935,5136,17147,4,1.195859917
53960,2006/5/5,2014/3/31,14,12040,3125,38350,161,0.53468605
17451,2007/7/16,2014/3/31,18,4580,9469,32937,100,0.622531803
52682,2009/8/6,2014/3/31,19,8044,9396,28805,30,0.711748655
43354,2012/12/27,2014/3/31,17,3335,13741,27928,24,0.734065454
14672,2011/8/22,2014/3/31,19,0,6342,25002,60,0.819967603
15648,2012/7/8,2014/3/31,28,13853,6170,25636,249,0.799679357
47352,2005/8/18,2014/3/31,18,11998,6745,27538,38,0.744415716
14004,2011/3/18,2014/3/31,20,4452,11590,32943,2,0.622245394
30982,2012/9/6,2014/3/31,7,8174,2849,26688,78,0.767970624
2343,2005/9/24,2014/3/31,20,6020,6737,26404,109,0.776139221
20275,2005/4/25,2014/3/31,22,3924,15940,25892,42,0.791459138
8752,2006/7/28,2014/3/31,13,11676,5395,33131,41,0.618397875
28409,2010/3/12,2014/3/31,18,3103,5525,26807,21,0.764265304
61958,2011/2/25,2014/3/31,34,11785,8715,23318,13,0.878554765
35097,2013/2/14,2014/3/31,25,2160,17162,28478,20,0.719355643
44035,2005/11/6,2014/3/31,28,9442,9268,29586,37,0.692334888
3021,2008/3/21,2014/3/31,29,2890,17731,25395,11,0.806426068
4901,2011/1/8,2014/3/31,20,19783,1320,16019,334,1.278400649
38344,2005/11/27,2014/3/31,25,10227,9897,24264,4,0.843987389
59128,2012/8/21,2014/3/31,8,14286,3650,25840,136,0.7925
82,2010/10/28,2014/3/31,19,10189,8127,30666,65,0.667777669
47942,2008/5/20,2014/3/31,11,7525,10419,19881,147,1.029704743
29725,2007/8/21,2014/3/31,13,4054,11400,37236,8,0.549648727
45341,2011/11/30,2014/3/31,26,3069,15581,30223,35,0.677189888
32095,2011/8/19,2014/3/31,29,16747,3349,26798,18,0.763730875
20304,2005/5/27,2014/3/31,17,10519,5208,27037,83,0.756942708
16038,2012/10/8,2014/3/31,11,0,18478,21017,4,0.973741733
41819,2012/9/7,2014/3/31,29,4828,15508,32838,5,0.623206955
21421,2008/7/6,2014/3/31,25,17768,2279,30933,80,0.66155465
539,2005/12/5,2014/3/31,21,10706,7683,26095,170,0.784170914
17755,2007/4/19,2014/3/31,16,4780,14277,26422,48,0.774430777
39244,2008/8/11,2014/3/31,20,10022,5409,34368,1,0.595346543
36910,2006/10/15,2014/3/31,35,11803,3071,34562,204,0.59197992
54373,2012/2/27,2014/3/31,23,8370,7481,38308,77,0.534089224
8354,2011/4/1,2014/3/31,11,2436,9245,29836,130,0.685699826
14857,2012/8/13,2014/3/31,14,6561,11255,29063,21,0.703906685
23228,2011/8/4,2014/3/31,25,4376,9453,27999,38,0.73061395
40826,2010/9/14,2014/3/31,32,10121,11067,35496,17,0.576277045
4154,2009/8/26,2014/3/31,23,12042,5515,29889,28,0.684329352
16661,2010/10/5,2014/3/31,24,14110,7592,24325,31,0.84068777
25751,2010/2/6,2014/3/31,20,11779,5148,26660,20,0.766954989
38766,2007/11/1,2014/3/31,17,6232,12992,29977,2,0.682077593
32030,2012/3/9,2014/3/31,10,21218,994,23119,291,0.88435486
7064,2012/10/11,2014/3/31,17,6472,12168,26635,57,0.767589638
20699,2007/8/10,2014/3/31,13,9656,7803,24859,65,0.822423267
43575,2013/3/24,2014/3/31,18,3482,13525,31612,35,0.646575351
4892,2010/11/5,2014/3/31,29,12098,7348,23263,70,0.878585307
60936,2012/8/11,2014/3/31,3,3783,3800,25479,270,0.802093881
55248,2007/4/26,2014/3/31,25,8071,10615,36383,9,0.561678256
33915,2012/9/12,2014/3/31,12,12480,5600,27864,220,0.733333333
42786,2012/7/11,2014/3/31,4,8350,0,27244,615,0.75
48749,2011/1/10,2014/3/31,11,4483,9406,29004,93,0.704447662
31004,2009/3/18,2014/3/31,17,16404,4496,26378,253,0.774525362
19570,2010/7/4,2014/3/31,11,603,13223,27922,43,0.731686484
2459,2007/9/7,2014/3/31,24,6055,13803,22575,8,0.904848283
61177,2012/11/30,2014/3/31,5,7250,4400,28427,64,0.718535195
54405,2012/4/12,2014/3/31,28,6041,16153,31003,16,0.658820114
58622,2010/4/22,2014/3/31,25,630,5574,33301,1,0.613305006
49906,2010/11/11,2014/3/31,15,768,17672,24765,1,0.824692913
56901,2008/3/9,2014/3/31,26,13833,4747,32177,42,0.634705535
21974,2011/3/5,2014/3/31,28,7725,12078,25229,19,0.809361053
9578,2006/3/21,2014/3/31,22,10194,8280,35085,94,0.581845518
61964,2012/11/29,2014/3/31,13,3777,13865,24717,11,0.825891896
51622,2012/11/5,2014/3/31,28,2477,11159,34627,76,0.589486528
52693,2010/2/3,2014/3/31,27,6788,11024,22966,7,0.888659758
5214,2011/8/1,2014/3/31,21,10579,7974,29519,11,0.691277482
22045,2009/2/17,2014/3/31,26,10770,11325,31443,112,0.648857297
11264,2005/7/25,2014/3/31,17,6520,3402,23148,126,0.881338777
9414,2012/12/31,2014/3/31,26,1982,17587,36201,83,0.563526146
39012,2008/6/5,2014/3/31,19,12885,1974,27120,258,0.752168142
43855,2011/10/28,2014/3/31,20,7844,0,35865,269,0.568763976
27383,2012/1/1,2014/3/31,31,8387,11217,22901,36,0.890661543
4799,2010/6/17,2014/3/31,35,8493,10396,29325,4,0.695529071
47273,2005/5/8,2014/3/31,26,14622,4208,32870,18,0.620396714
603,2006/3/7,2014/3/31,14,7408,11278,21515,58,0.947557983
19236,2007/2/22,2014/3/31,12,7122,6356,29166,16,0.698982034
16657,2009/5/17,2014/3/31,18,9959,7156,26424,187,0.771507342
51380,2012/3/1,2014/3/31,17,9514,2000,22595,165,0.902181013
40797,2010/9/26,2014/3/31,11,12181,9368,25672,17,0.794016828
52581,2011/6/11,2014/3/31,15,14256,3100,29182,301,0.698358577
44852,2006/4/15,2014/3/31,14,7527,9837,33010,206,0.617262042
57986,2009/8/22,2014/3/31,25,6426,14139,24746,17,0.82335529
22821,2010/9/14,2014/3/31,20,12207,6287,32748,38,0.622167155
17768,2006/10/11,2014/3/31,13,11191,5202,26157,225,0.778927247
26400,2009/6/3,2014/3/31,15,0,14585,26915,48,0.756932194
25916,2010/5/20,2014/3/31,32,14234,7079,23343,85,0.872730583
51425,2012/5/4,2014/3/31,11,18704,0,27529,497,0.740019616
47458,2005/12/1,2014/3/31,22,2309,16603,30617,12,0.665340824
43957,2011/4/8,2014/3/31,12,4200,12548,21802,59,0.934286763
28159,2007/3/19,2014/3/31,16,7140,4356,26470,42,0.769519834
51523,2012/8/12,2014/3/31,17,8011,11300,27994,261,0.72755269
59659,2011/9/19,2014/3/31,30,12298,6912,29609,151,0.687846601
12328,2011/9/13,2014/3/31,13,8678,22624,25099,13,0.811421172
61814,2010/10/19,2014/3/31,18,13200,25900,27540,22,0.739444444
51291,2011/8/8,2014/3/31,17,10439,5003,33978,222,0.599278651
44434,2011/3/4,2014/3/31,13,6990,9630,35838,10,0.568116524
28314,2008/4/2,2014/3/31,14,7793,9401,30206,116,0.673967755
27048,2008/3/21,2014/3/31,11,5423,11086,31216,66,0.652112058
37295,2008/4/24,2014/3/31,28,5474,6207,33240,4,0.612393201
54696,2006/3/10,2014/3/31,24,10844,6575,29565,2,0.688513107
25155,2012/10/15,2014/3/31,22,2585,17359,25629,56,0.794231144
37366,2009/10/10,2014/3/31,22,8757,9829,33350,98,0.610334633
56527,2007/8/5,2014/3/31,24,9152,10035,30323,9,0.671248227
3185,2009/3/11,2014/3/31,16,6232,12449,26530,129,0.767113833
47900,2007/11/24,2014/3/31,21,6956,10753,32980,4,0.617077926
25317,2012/11/19,2014/3/31,10,16158,3422,26430,309,0.77
58325,2009/10/20,2014/3/31,11,9029,9885,16641,30,1.222708972
19477,2009/2/10,2014/3/31,12,5440,12161,22178,26,0.917419966
41342,2012/3/2,2014/3/31,14,10064,3360,26628,280,0.764084422
31969,2010/12/5,2014/3/31,26,11218,10352,25270,56,0.805108429
35529,2007/6/22,2014/3/31,19,18530,1426,21928,185,0.927747173
37664,2012/2/27,2014/3/31,13,5020,9045,18416,26,1.104600348
49288,2009/10/1,2014/3/31,20,16174,2104,30046,232,0.67691939
34779,2012/2/17,2014/3/31,24,13884,0,22977,123,0.885122079
14102,2011/2/20,2014/3/31,27,7127,13672,31657,5,0.642395679
43858,2010/6/4,2014/3/31,37,9798,13240,23917,69,0.850261739
2398,2005/12/2,2014/3/31,17,10170,5807,23862,44,0.852167044
520,2013/2/16,2014/3/31,29,1806,17905,31619,3,0.64308011
62978,2008/9/23,2014/3/31,14,14182,2290,31408,292,0.647350675
14354,2012/1/8,2014/3/31,28,1035,18803,26357,36,0.771382176
32142,2011/3/7,2014/3/31,20,6480,11112,26950,30,0.754401855
42103,2011/11/20,2014/3/31,43,9200,9136,38141,4,0.533023256
53916,2008/4/14,2014/3/31,21,5633,11523,28526,39,0.712601136
26566,2005/11/3,2014/3/31,17,9474,8900,26088,34,0.779154017
61525,2011/8/31,2014/3/31,9,7314,9963,18042,81,1.126381776
36998,2006/11/25,2014/3/31,28,7574,13367,25792,77,0.787920285
47737,2008/3/8,2014/3/31,27,9629,12695,20165,7,1.007779321
11159,2005/5/12,2014/3/31,19,13432,5750,28539,5,0.712018992
62447,2005/10/17,2014/3/31,29,14400,6542,24075,11,0.84390405
9166,2011/1/14,2014/3/31,20,13764,2433,28588,102,0.710675108
41064,2012/11/6,2014/3/31,8,13434,4050,25840,32,0.78625
48416,2009/2/17,2014/3/31,18,10296,8273,27620,27,0.735511586
42425,2012/3/21,2014/3/31,35,7829,12546,28792,45,0.705551542
38875,2008/7/24,2014/3/31,33,17609,4375,23863,16,0.850876252
31680,2010/9/12,2014/3/31,17,12432,7309,25501,5,0.796180934
59696,2011/10/3,2014/3/31,22,4724,12574,30429,24,0.667234217
62913,2006/12/1,2014/3/31,11,12066,4255,25318,138,0.801816099
3647,2008/10/30,2014/3/31,30,0,19402,26551,18,0.764574216
1995,2013/1/31,2014/3/31,12,3742,13489,19546,28,1.038491763
35273,2010/5/8,2014/3/31,13,1230,12729,24310,73,0.834917729
7256,2013/1/1,2014/3/31,20,0,18588,28391,21,0.714902258
11604,2005/9/9,2014/3/31,16,6520,11844,26102,35,0.777528542
11846,2009/9/15,2014/3/31,14,11364,5540,22485,15,0.902465199
54379,2012/3/15,2014/3/31,20,2043,1609,26224,98,0.773539124
22566,2011/9/28,2014/3/31,21,9991,8152,34795,20,0.582963644
35708,2008/5/24,2014/3/31,24,2563,7295,28320,5,0.716221751
56406,2005/10/11,2014/3/31,17,5139,7466,22197,14,0.913742398
34363,2013/1/21,2014/3/31,19,2380,14987,26376,71,0.768952457
31082,2009/5/2,2014/3/31,19,7320,7899,29491,42,0.687607745
29906,2007/12/23,2014/3/31,19,7217,13956,28717,26,0.706126685
62964,2008/6/15,2014/3/31,29,1510,7816,31245,75,0.648704113
14994,2012/3/1,2014/3/31,27,8124,12622,25118,49,0.80691536
61665,2010/6/4,2014/3/31,29,24610,5000,26243,12,0.772317189
48984,2009/1/1,2014/3/31,15,12734,5669,25997,174,0.779558795
